combo,combo_prob,date,ev,hit,market_share,model,odds,pair_prob,race_code,return,stake,train_pair_count
3-4-2,0.0013522941128799543,2026-08-28,0.21934210510912858,0,0.02314562004917577,3まくり差しv29,162.2,0.03143569432220187,202608280504,0,200,10
3-4-2,0.006608804849852784,2026-08-28,1.3726487673144232,0,0.01392833758878166,3直まくりv29,207.7,0.07702485752421905,202608280903,0,500,26
3-4-6,0.00657570510016124,2026-08-28,0.15518664036380528,0,0.12258117445720129,3直まくりv29,23.6,0.0766390837630018,202608280903,0,500,25
3-2-4,0.005856975859939041,2026-08-28,0.9617154362019905,0,0.01761824431906182,3直まくりv29,164.2,0.06826237744705752,202608280903,0,400,23
3-1-5,0.005659726977710066,2026-08-28,0.3622225265734442,0,0.04520180808109298,3直まくりv29,64.0,0.06596346449748892,202608280903,0,400,22
3-4-1,0.005658597043646937,2026-08-28,0.36667708842832153,0,0.04464376106774615,3直まくりv29,64.8,0.06595029524643649,202608280903,0,400,22
3-4-5,0.00514544339247694,2026-08-28,0.3612101261518812,0,0.04120962560099645,3直まくりv29,70.2,0.05996954868674918,202608280903,0,400,20
3-1-2,0.004899858185394235,2026-08-28,0.31555086713938874,0,0.04492105150916072,3直まくりv29,64.4,0.05710728145154362,202608280903,0,400,19
3-2-1,0.004864741641921601,2026-08-28,0.510311398237576,0,0.027577842871210203,3直まくりv29,104.9,0.05669800219165098,202608280903,0,400,19
3-5-2,0.004849187959668247,2026-08-28,0.7050719293357631,0,0.019896256651925383,3直まくりv29,145.4,0.0565167258206944,202608280903,0,400,19
3-1-4,0.004675100841702843,2026-08-28,0.22954745132760956,0,0.05891885371058963,3直まくりv29,49.1,0.05448776055954194,202608280903,0,400,18
3-5-1,0.004610494503786737,2026-08-28,0.49378396135555946,0,0.027011351234266578,3直まくりv29,107.1,0.05373478115007119,202608280903,0,300,18
3-1-6,0.00374331881960912,2026-08-28,0.10967924141454721,0,0.09873432481876965,3直まくりv29,29.3,0.04362794866828955,202608280903,0,300,14
3-2-5,0.002814017288937031,2026-08-28,0.5509845851738706,0,0.014774850445301076,3直まくりv29,195.8,0.0327970466181782,202608280903,0,200,11
3-1-5,0.009422004147901104,2026-08-28,0.12437045475229457,0,0.1520374482624745,3まくり差しv29,13.2,0.20437129501882648,202608281103,0,1300,65
3-1-2,0.006948351321100348,2026-08-28,0.1341031804972367,0,0.10398416150594111,3まくり差しv29,19.3,0.15071565830878864,202608281103,0,1000,48
3-1-6,0.00430826373905438,2026-08-28,0.24901764411734315,0,0.034721354966516675,3まくり差しv29,57.8,0.09344990999917324,202608281103,0,700,30
3-2-4,0.0020140026395228184,2026-08-28,0.2098590750382777,0,0.019260022236705022,3まくり差しv29,104.2,0.04368543264781987,202608281103,0,400,14
3-2-1,0.0018782722064672511,2026-08-28,0.15063743095867355,0,0.025023619913524482,3まくり差しv29,80.2,0.04074132394848208,202608281103,0,300,13
3-2-5,0.0015816990825169369,2026-08-28,0.21906532292859576,0,0.014490211675557137,3まくり差しv29,138.5,0.03430840028828536,202608281103,0,300,11
3-2-6,0.001574917481153958,2026-08-28,0.37042059156741086,0,0.00853271393309806,3まくり差しv29,235.2,0.034161301578595,202608281103,0,300,11
3-4-2,0.0014493541970446518,2026-08-28,0.12522420262465792,0,0.023227943484544714,3まくり差しv29,86.4,0.03143772699961838,202608281103,0,300,10
3-5-2,0.0011577565934601083,2026-08-28,0.13615217539090874,0,0.01706542786619612,3まくり差しv29,117.6,0.025112726613980143,202608281103,0,200,8
3-6-1,0.0009982988372471838,2026-08-28,1.0092801244569027,0,0.001985058671676225,3まくり差しv29,1011.0,0.02165395206596731,202608281103,0,200,7
3-1-5,0.014877218351586119,2026-08-28,1.1723248061049862,0,0.0911789103261118,3まくり差しv29,78.8,0.20286861506978057,202608281111,0,700,65
3-1-4,0.011999551032395533,2026-08-28,0.6791745884335872,0,0.12694166313953376,3まくり差しv29,56.6,0.16362818921332184,202608281111,0,600,52
3-1-2,0.010961712939935435,2026-08-28,1.464484848775374,0,0.053779177647437205,3まくり差しv29,133.6,0.1494760290777145,202608281111,0,600,48
3-1-6,0.0069835199856948735,2026-08-28,0.469990895037265,0,0.10675925904454103,3まくり差しv29,67.3,0.09522862368011215,202608281111,0,400,30
3-4-1,0.003530482613948584,2026-08-28,0.3392793792004589,0,0.07476480888342987,3まくり差しv29,96.1,0.04814234096008469,202608281111,0,300,15
3-2-4,0.003242390818557634,2026-08-28,0.5729304576391339,0,0.0406615627260759,3まくり差しv29,176.7,0.04421386574632286,202608281111,0,200,14
3-2-1,0.002992986715068344,2026-08-28,0.770095481787085,0,0.027924205727546093,3まくり差しv29,257.3,0.04081294335129744,202608281111,0,200,13
3-2-6,0.0025663167624134994,2026-08-28,0.43601721793405357,0,0.04228898254089235,3まくり差しv29,169.9,0.03499478969236772,202608281111,0,200,11
3-2-5,0.002544753117589376,2026-08-28,0.6018341123098875,0,0.030380118958552266,3まくり差しv29,236.5,0.03470074367798895,202608281111,0,200,11
3-4-2,0.0023318037930555144,2026-08-28,0.4435090814391588,0,0.03777548966192225,3まくり差しv29,190.2,0.03179692567066476,202608281111,0,200,10
3-5-1,0.0018635006147691268,2026-08-28,0.4593529015405898,0,0.02914765977159274,3まくり差しv29,246.5,0.02541105332769365,202608281111,0,200,8
3-5-2,0.0018605303189548005,2026-08-28,0.4859705193109939,0,0.02750726697434001,3まくり差しv29,261.2,0.025370549801835555,202608281111,0,200,8
3-5-4,0.0018560686035265547,2026-08-28,0.5325060823517686,0,0.025043214129305023,3まくり差しv29,286.9,0.025309708990847044,202608281111,0,200,8
3-6-1,0.0016609556137602978,2026-08-28,0.2821963587778746,0,0.04228898254089235,3まくり差しv29,169.9,0.022649110680022035,202608281111,0,200,7
3-4-6,0.0010445039856003826,2026-08-28,0.09766112265363577,0,0.07684383030692632,3まくり差しv29,93.5,0.014243057538442627,202608281111,0,100,4
3-6-4,0.000990115906011908,2026-08-28,0.15198279157282787,0,0.046807153965456746,3まくり差しv29,153.5,0.013501411209023626,202608281111,0,100,4
3-5-6,0.0007481854295630614,2026-08-28,0.14073367930081185,0,0.038197225591162204,3まくり差しv29,188.1,0.01020240063188055,202608281111,0,100,3
3-4-5,0.0007288288831382988,2026-08-28,0.19037010427572362,0,0.02750726697434001,3まくり差しv29,261.2,0.00993845103640346,202608281111,0,100,3
3-6-2,0.0005091960185253906,2026-08-28,0.1172169234645449,0,0.031211547062109518,3まくり差しv29,230.2,0.006943494989187889,202608281111,0,100,2
3-6-5,4.163153681459657e-05,2026-08-28,0.013009855254561426,0,0.022991674027832355,3まくり差しv29,312.5,0.0005676956550082064,202608281111,0,100,0
3-4-2,0.007169815815891965,2026-08-28,0.36350966186572264,0,0.04256561515857761,3直まくりv29,50.7,0.07770066348456821,202608281302,0,700,26
3-4-6,0.006998318818299232,2026-08-28,0.17005914728467134,0,0.08880974026913106,3直まくりv29,24.3,0.07584211776446327,202608281302,0,700,25
3-2-4,0.0063556635738106675,2026-08-28,0.31396978054624697,0,0.0436857629259086,3直まくりv29,49.4,0.06887754012804505,202608281302,0,600,23
3-1-5,0.00612108811011305,2026-08-28,0.21668651909800196,0,0.060962618320335726,3直まくりv29,35.4,0.06633540102230881,202608281302,0,600,22
3-4-1,0.0061091439500319195,2026-08-28,0.23764569965624166,0,0.055477549833930204,3直まくりv29,38.9,0.06620595987808685,202608281302,0,600,22
3-4-5,0.005526388240643045,2026-08-28,0.31500412971665354,0,0.03786099453578745,3直まくりv29,57.0,0.05989052494479734,202608281302,0,600,20
3-1-2,0.005338983524441121,2026-08-28,0.1500254370367955,0,0.07679988215444429,3直まくりv29,28.1,0.05785958423963291,202608281302,0,600,19
3-5-2,0.005215138082824152,2026-08-28,0.5647994543698557,0,0.01992683922936182,3直まくりv29,108.3,0.056517447533436266,202608281302,0,600,19
3-4-2,0.007179854212475109,2026-08-28,0.33314523545884506,0,0.037079509529314075,3直まくりv29,46.4,0.07757119786499857,202608282303,0,800,26
3-4-6,0.006844323659386179,2026-08-28,1.3907665675872714,0,0.008466974616929987,3直まくりv29,203.2,0.07394612329479482,202608282303,0,800,25
3-2-4,0.006381882882982328,2026-08-28,0.23485329009374967,0,0.046752425058700364,3直まくりv29,36.8,0.06894990973589854,202608282303,0,700,23
3-1-5,0.006271378248980621,2026-08-28,0.08905357113552481,0,0.12116121423663191,3直まくりv29,14.2,0.06775601685514175,202608282303,0,700,22
3-4-1,0.0061443858631470725,2026-08-28,0.16774173406391507,0,0.06302158396191111,3直まくりv29,27.3,0.06638399018199201,202608282303,0,700,22
3-4-5,0.005533493189788521,2026-08-28,0.28552824859308773,0,0.03334281477054599,3直まくりv29,51.6,0.05978390123352321,202608282303,0,700,20
3-5-2,0.0052589398466583994,2026-08-28,0.27714612991889764,0,0.03264685468994636,3直まくりv29,52.7,0.05681762488943826,202608282303,0,600,19
3-4-2,0.006652528070444746,2026-08-29,0.10577519632007146,0,0.12261721477189401,3直まくりv29,15.9,0.07958978677927774,202608290503,0,1100,26
3-4-6,0.006293582843875477,2026-08-29,0.18691941046310168,0,0.06564355942333719,3直まくりv29,29.7,0.07529542323122919,202608290503,0,1100,25
3-2-4,0.0058822708322864015,2026-08-29,0.1070573291476125,0,0.10712163268533598,3直まくりv29,18.2,0.07037455180378374,202608290503,0,1000,23
3-1-5,0.005509866706087765,2026-08-29,0.24794400177394943,0,0.043324749219402554,3直まくりv29,45.0,0.06591916812317175,202608290503,0,1000,22
3-2-1,0.00477477784607707,2026-08-29,0.20388301402749093,0,0.04565840081670058,3直まくりv29,42.7,0.05712468202517288,202608290503,0,800,19
3-4-2,0.006161325082195109,2026-08-29,1.4029337212158262,0,0.020727127106076416,3直まくりv29,227.7,0.07718530093465666,202608291110,0,400,26
3-4-6,0.005951232237609799,2026-08-29,0.8212700487901522,0,0.03419975972502609,3直まくりv29,138.0,0.07455338666017759,202608291110,0,400,25
3-2-4,0.00546143241571482,2026-08-29,1.0655254643059613,0,0.02419050149694311,3直まくりv29,195.1,0.06841747496157977,202608291110,0,300,23
3-1-5,0.005312494852738621,2026-08-29,0.35753090358930917,0,0.07012729334403567,3直まくりv29,67.3,0.06655167653909227,202608291110,0,300,22
3-4-1,0.005243534166924934,2026-08-29,0.7382896107030308,0,0.03351965086685795,3直まくりv29,140.8,0.06568777937148926,202608291110,0,300,22
3-4-5,0.004751107728141253,2026-08-29,1.0138863891853434,0,0.02211605830390628,3直まくりv29,213.4,0.05951896302782078,202608291110,0,300,20
3-1-2,0.004570296732219291,2026-08-29,0.4218383883838405,0,0.05113290186406934,3直まくりv29,92.3,0.0572538737903025,202608291110,0,300,19
3-2-1,0.0045227964005930335,2026-08-29,0.8236012245479913,0,0.025917445590629327,3直まくりv29,182.1,0.05665881877500009,202608291110,0,300,19
3-5-2,0.004516923522206996,2026-08-29,0.9350031690968482,0,0.02279983981668406,3直まくりv29,207.0,0.05658524695732587,202608291110,0,300,19
3-1-4,0.004403142452482583,2026-08-29,0.2377696924340595,0,0.08739938596395555,3直まくりv29,54.0,0.055159867515373565,202608291110,0,300,18
3-5-1,0.004277546692022089,2026-08-29,0.9739973817734296,0,0.020727127106076416,3直まくりv29,227.7,0.053586480875659606,202608291110,0,300,18
3-1-6,0.0037101293003859322,2026-08-29,0.07976777995829755,0,0.21951473683970232,3直まくりv29,21.5,0.046478223878223056,202608291110,0,300,14
3-6-1,0.0033709175156701006,2026-08-29,0.09674533269973189,0,0.16444483770221602,3直まくりv29,28.7,0.04222878673043577,202608291110,0,300,13
3-5-4,0.0033389283085906835,2026-08-29,0.7015088376349026,0,0.022463430947423133,3直まくりv29,210.1,0.04182804556808078,202608291110,0,300,14
3-2-6,0.002667037274629973,2026-08-29,0.3085762126746879,0,0.04079141609380812,3直まくりv29,115.7,0.03341100686947039,202608291110,0,200,11
3-2-5,0.0026364043198976606,2026-08-29,0.5072441911483099,0,0.024529973191546775,3直まくりv29,192.4,0.03302725600452027,202608291110,0,200,11
3-6-4,0.00244129180980038,2026-08-29,0.250720668866499,0,0.045954886485429405,3直まくりv29,102.7,0.03058300617074759,202608291110,0,200,10
3-1-5,0.008991875749936724,2026-08-29,0.11419682202419638,0,0.17974408309631526,3まくり差しv29,12.7,0.20505540945916834,202608291309,0,1900,65
3-1-4,0.007273200504772691,2026-08-29,0.07636860530011326,0,0.2174047481260194,3まくり差しv29,10.5,0.16586184563274123,202608291309,0,1600,52
3-2-4,0.0019087583738578821,2026-08-29,0.33785023217284516,0,0.012896891837984202,3まくり差しv29,177.0,0.04352831831698727,202608291309,0,500,14
3-2-1,0.0017829241514109833,2026-08-29,0.18774191314357655,0,0.02167853613792216,3まくり差しv29,105.3,0.04065872928735611,202608291309,0,500,13
3-2-5,0.001503331692545473,2026-08-29,0.2551153882249667,0,0.013451678581751348,3まくり差しv29,169.7,0.034282757495845716,202608291309,0,400,11
3-6-2,0.00027929984525610165,2026-08-29,0.08013112560397556,0,0.007956604584605103,3まくり差しv29,286.9,0.006369298878632227,202608291309,0,100,2
3-4-2,0.007360110516895569,2026-08-29,0.21638724919672972,0,0.0902354142862929,3直まくりv29,29.4,0.07882561449643169,202608291409,0,800,26
3-4-6,0.007034589473338577,2026-08-29,0.276459366302206,0,0.0675043557256237,3直まくりv29,39.3,0.0753393358283333,202608291409,0,700,25
3-2-4,0.006502474632433336,2026-08-29,0.2269363646719234,0,0.07601493352484273,3直まくりv29,34.9,0.0696404704076659,202608291409,0,700,23
3-4-1,0.006326468055539674,2026-08-29,0.13854965041631884,0,0.1211379534254343,3直まくりv29,21.9,0.06775546792744387,202608291409,0,700,22
3-1-5,0.006178599815637569,2026-08-29,0.30336925094780465,0,0.05403098126307559,3直まくりv29,49.1,0.06617182256668025,202608291409,0,600,22
3-4-5,0.00563358319373479,2026-08-29,0.26365169346678813,0,0.05668635000036349,3直まくりv29,46.8,0.06033478112095253,202608291409,0,600,20
3-2-1,0.00534437638659436,2026-08-29,0.28111419793486336,0,0.050435763878650404,3直まくりv29,52.6,0.057237422156428325,202608291409,0,600,19
3-6-2,0.002784408376953286,2026-08-29,0.5412889884797187,0,0.013646713888976396,3直まくりv29,194.4,0.029820571419208883,202608291409,0,300,10
3-1-5,0.009345934303467177,2026-08-29,0.2327137641563327,0,0.16889644419718658,3まくり差しv29,24.9,0.20478756652338737,202608291911,0,1000,65
3-1-4,0.007433433216660912,2026-08-29,0.3233543449247497,0,0.09667865426459646,3まくり差しv29,43.5,0.1628809544262864,202608291911,0,800,52
3-1-2,0.006994515764822363,2026-08-29,0.14198867002589396,0,0.2071685448527067,3まくり差しv29,20.3,0.15326342086056072,202608291911,0,800,48
3-1-6,0.00440183799337555,2026-08-29,0.11840944202180229,0,0.15633908775129912,3まくり差しv29,26.9,0.09645281698151359,202608291911,0,500,30
3-4-1,0.0021354760481685706,2026-08-29,0.44695513688168187,0,0.020093270236550147,3まくり差しv29,209.3,0.04679242642559384,202608291911,0,300,15
3-2-4,0.0019960341329752916,2026-08-29,0.39321872419613246,0,0.021347824672639317,3まくり差しv29,197.0,0.04373698332525037,202608291911,0,300,14
3-2-1,0.0019068252416088885,2026-08-29,0.11936726012471642,0,0.06718085400175633,3まくり差しv29,62.6,0.04178224330868536,202608291911,0,300,13
3-2-6,0.0015815620448175372,2026-08-29,0.233122245406105,0,0.028531353192062046,3まくり差しv29,147.4,0.03465509514054476,202608291911,0,200,11
3-2-5,0.0015802241864976171,2026-08-29,0.24303847988333352,0,0.02734409272113099,3まくり差しv29,153.8,0.03462578006718844,202608291911,0,200,11
3-4-2,0.0014238036852494708,2026-08-29,0.44251818537553556,0,0.013531278830469581,3まくり差しv29,310.8,0.031198303180999257,202608291911,0,200,10
3-5-2,0.0011516043363749002,2026-08-29,0.2204170699821559,0,0.021972421423771923,3まくり差しv29,191.4,0.02523388694873512,202608291911,0,200,8
3-5-4,0.0011391060691374386,2026-08-29,0.44026449572162,0,0.010881038707658334,3まくり差しv29,386.5,0.02496002564710268,202608291911,0,200,8
3-4-2,0.006883602372941458,2026-08-30,1.0779721316026323,0,0.027949337277708507,3直まくりv29,156.6,0.07735573657292528,202608300707,0,500,26
3-4-6,0.006591234900776004,2026-08-30,2.1019448098574673,0,0.013724886226682822,3直まくりv29,318.9,0.0740702038047595,202608300707,0,400,25
3-2-4,0.006085592397346353,2026-08-30,1.1611310294136843,0,0.022939550407175845,3直まくりv29,190.8,0.06838795399190976,202608300707,0,400,23
3-1-5,0.006078266602189672,2026-08-30,0.18417147804634706,0,0.14445103028677067,3直まくりv29,30.3,0.06830562903331613,202608300707,0,400,22
3-4-1,0.0060568650920944465,2026-08-30,0.19745380200227897,0,0.13425969992911507,3直まくりv29,32.6,0.06806512566204403,202608300707,0,400,22
3-4-5,0.005420139625430902,2026-08-30,0.2926875397732687,0,0.08105307810535466,3直まくりv29,54.0,0.06090980715292873,202608300707,0,400,20
3-1-4,0.0052720384015560555,2026-08-30,0.08857024514614173,0,0.2605277510529257,3直まくりv29,16.8,0.059245492650216544,202608300707,0,400,18
3-1-2,0.005131724276960716,2026-08-30,0.32689083644239764,0,0.06871061566231007,3直まくりv29,63.7,0.057668687095275756,202608300707,0,400,19
3-2-1,0.0050467708702572455,2026-08-30,0.7817448078028474,0,0.028256076292376704,3直まくりv29,154.9,0.056714007700115095,202608300707,0,400,19
3-5-2,0.005034137642611974,2026-08-30,0.9907182880660366,0,0.022240173870371707,3直まくりv29,196.8,0.05657203950136572,202608300707,0,400,19
3-5-1,0.004832943218584372,2026-08-30,0.41128346790153003,0,0.05143203546050707,3直まくりv29,85.1,0.05431108048284383,202608300707,0,400,18
3-6-1,0.0034278094275441,2026-08-30,2.051886723327898,0,0.007311837984779739,3直まくりv29,598.6,0.03852063334477357,202608300707,0,300,13
3-2-6,0.002911230276836657,2026-08-30,1.125772748052735,0,0.011318505864207788,3直まくりv29,386.7,0.03271548096434709,202608300707,0,200,11
3-4-2,0.007265620629863934,2026-08-30,1.8171317195289698,0,0.010532614135648093,3直まくりv29,250.1,0.07694472245747844,202608301704,0,400,26
3-4-6,0.006980895968608692,2026-08-30,2.370014181342651,0,0.0077590774530945155,3直まくりv29,339.5,0.07392941775700519,202608301704,0,400,25
3-1-5,0.006465326441231434,2026-08-30,0.11249668007742694,1,0.1513911951336545,3直まくりv29,17.4,0.06846940873471752,202608301704,6600,400,22
3-2-4,0.006435547909003068,2026-08-30,1.3012677872004204,0,0.013027728958088963,3直まくりv29,202.2,0.06815404670107586,202608301704,0,400,23
3-4-1,0.006142796371728011,2026-08-30,2.4325473632042924,0,0.006652037361933304,3直まくりv29,396.0,0.06505373539497189,202608301704,0,400,22
3-4-5,0.005585087423665049,2026-08-30,2.3083166322007647,0,0.006373594956026103,3直まくりv29,413.3,0.05914745946798883,202608301704,0,400,20
3-1-2,0.005458158214851075,2026-08-30,0.19321880080572804,0,0.07441262133688102,3直まくりv29,35.4,0.05780324770116534,202608301704,0,400,19
3-2-1,0.005377043950029663,2026-08-30,0.37262914573705563,0,0.038011642068190306,3直まくりv29,69.3,0.056944227541432225,202608301704,0,400,19
3-5-2,0.005370815759472058,2026-08-30,0.4017370188085099,0,0.03521666838670572,3直まくりv29,74.8,0.05687826946045324,202608301704,0,400,19
3-5-1,0.005204378949590716,2026-08-30,0.16029487164739406,0,0.08552619465342817,3直まくりv29,30.8,0.05511566241070038,202608301704,0,300,18
3-1-4,0.005063206630285014,2026-08-30,0.6015089476778597,0,0.02217345787311101,3直まくりv29,118.8,0.05362061257517667,202608301704,0,300,18
3-5-4,0.003943490397993623,2026-08-30,0.5276390152515469,0,0.019687644210206186,3直まくりv29,133.8,0.04176254027634705,202608301704,0,300,14
3-2-6,0.003140022196571066,2026-08-30,0.2424097135752863,0,0.03412184968038326,3直まくりv29,77.2,0.03325361297180846,202608301704,0,300,11
3-2-5,0.0031072115657332327,2026-08-30,0.42195933062657304,0,0.019397693632736288,3直まくりv29,135.8,0.032906140262719444,202608301704,0,200,11
3-1-5,0.0075959485202194725,2026-08-30,1.0102611531891899,0,0.06262442162912872,3まくり差しv29,133.0,0.2021635659661513,202608301711,0,700,65
3-1-4,0.006207507967390344,2026-08-30,0.270647347378219,0,0.191033212767755,3まくり差しv29,43.6,0.1652106966115495,202608301711,0,600,52
3-1-2,0.0057822542767490106,2026-08-30,0.20700470310761457,0,0.2326549742087743,3まくり差しv29,35.8,0.1538927154125623,202608301711,0,600,48
3-1-6,0.003509928499443316,2026-08-30,0.8771311320108847,0,0.03332952411634302,3まくり差しv29,249.9,0.09341554380534178,202608301711,0,400,30
3-4-1,0.0018124702600283587,2026-08-30,0.1919406005370032,0,0.07865012348134201,3まくり差しv29,105.9,0.04823827465386028,202608301711,0,300,15
3-2-4,0.0016736805960246724,2026-08-30,0.257914179847402,0,0.054049630607878776,3まくり差しv29,154.1,0.04454443532365132,202608301711,0,200,14
3-2-1,0.001603918457940981,2026-08-30,0.12863426032686667,0,0.10385346729020098,3まくり差しv29,80.2,0.04268773993309138,202608301711,0,200,13
3-2-5,0.0012996185626985507,2026-08-30,0.41873710090147304,0,0.02585055268986381,3まくり差しv29,322.2,0.034588902535552184,202608301711,0,200,11
3-2-6,0.0012952581133769514,2026-08-30,0.5100726450478434,0,0.021150452200797663,3まくり差しv29,393.8,0.03447285067162463,202608301711,0,200,11
3-4-2,0.0012124142405308476,2026-08-30,0.17761868623776916,0,0.05685357048924314,3まくり差しv29,146.5,0.03226798939479612,202608301711,0,200,10
3-5-4,0.0009485464144783221,2026-08-30,0.352195283695801,0,0.0224321251728363,3まくり差しv29,371.3,0.025245237658588545,202608301711,0,200,8
3-5-1,0.0009443850962628077,2026-08-30,0.43828912317556906,0,0.017946666831877005,3まくり差しv29,464.1,0.02513448560078708,202608301711,0,200,8
3-5-2,0.0009426009649292311,2026-08-30,0.48996398157021426,0,0.016023563056318045,3まくり差しv29,519.8,0.02508700155694612,202608301711,0,200,8
3-6-1,0.0008196961454701153,2026-08-30,0.7989578329897215,0,0.008545242717424972,3まくり差しv29,974.7,0.02181593191894876,202608301711,0,200,7
3-4-6,0.000476750550975952,2026-08-30,0.285954980475376,0,0.013886375586318974,3まくり差しv29,599.8,0.012688552483612812,202608301711,0,100,4
3-6-4,0.0004700149665422485,2026-08-30,0.5908088129436064,0,0.006626132121459125,3まくり差しv29,1257.0,0.01250928721287553,202608301711,0,100,4
3-4-5,0.00037446366813388487,2026-08-30,0.1089314810601471,0,0.028631997513489587,3まくり差しv29,290.9,0.009966222160826902,202608301711,0,100,3
3-5-6,0.0003582077446621716,2026-08-30,0.26854834617323003,0,0.011109841372114338,3まくり差しv29,749.7,0.009533576330175661,202608301711,0,100,3
3-6-2,0.00023927206105688788,2026-08-30,0.25195348029290293,0,0.007909827233308755,3まくり差しv29,1053.0,0.006368143882303918,202608301711,0,100,2
3-6-5,6.344131562238588e-06,2026-08-30,0.0077271522428066,0,0.006838298913525549,3まくり差しv29,1218.0,0.00016884688675371722,202608301711,0,100,0
3-1-5,0.008669103852658077,2026-08-30,0.48633672613411816,0,0.09331238782243931,3まくり差しv29,56.1,0.20292129352647995,202608301911,0,700,65
3-1-4,0.006997046509128828,2026-08-30,0.2749839278087629,0,0.13320165284577215,3まくり差しv29,39.3,0.1637827568603894,202608301911,0,600,52
3-1-2,0.006543142121597681,2026-08-30,0.16881306673722016,0,0.20290019212553662,3まくり差しv29,25.8,0.1531580294351984,202608301911,0,600,48
3-1-6,0.0041441582727500415,2026-08-30,0.12142383739157622,0,0.1786629678101995,3まくり差しv29,29.3,0.09700402389654811,202608301911,0,400,30
3-4-1,0.0020059492433671176,2026-08-30,0.39416902632163864,0,0.02664033056915443,3まくり差しv29,196.5,0.0469540822362754,202608301911,0,300,15
3-2-4,0.0018694389648742185,2026-08-30,0.44025287622787845,0,0.022228556079995094,3まくり差しv29,235.5,0.04375872977975296,202608301911,0,200,14
3-2-1,0.0017853857909938694,2026-08-30,0.13836739880202487,0,0.06754612847533993,3まくり差しv29,77.5,0.04179126243148987,202608301911,0,200,13
3-2-6,0.0014808456541785986,2026-08-30,0.2687734862334156,0,0.02884201078148124,3まくり差しv29,181.5,0.03466276569830817,202608301911,0,200,11
3-2-5,0.0014789147157134841,2026-08-30,0.28661367190527326,0,0.027011480685442957,3まくり差しv29,193.8,0.03461756742433192,202608301911,0,200,11
3-4-2,0.0013482690491753114,2026-08-30,0.2506432162416904,0,0.028159359638724284,3まくり差しv29,185.9,0.03155949036144997,202608301911,0,200,10
3-5-1,0.0010842555118281817,2026-08-30,0.20362318512133254,0,0.027874467288811742,3まくり差しv29,187.8,0.02537961647626695,202608301911,0,200,8
3-5-2,0.0010766780246314648,2026-08-30,0.2723995402317606,0,0.020691007734540887,3まくり差しv29,253.0,0.025202247104556555,202608301911,0,200,8
3-5-4,0.0010701103368315323,2026-08-30,0.3872729308993315,0,0.01446483823387357,3まくり差しv29,361.9,0.02504851452429317,202608301911,0,200,8
3-6-1,0.0009585752407509625,2026-08-30,0.14877087736454936,0,0.033729542247672974,3まくり差しv29,155.2,0.02243776647525118,202608301911,0,200,7
3-4-6,0.0005445007607783437,2026-08-30,0.17609154603571633,0,0.016186842785525186,3まくり差しv29,323.4,0.01274535414285247,202608301911,0,100,4
3-6-4,0.0005391474667184693,2026-08-30,0.2539923715710709,0,0.011111918821564093,3まくり差しv29,471.1,0.01262004737831022,202608301911,0,100,4
3-5-6,0.0004142627090609258,2026-08-30,0.12237320425659746,0,0.017721140679887764,3まくり差しv29,295.4,0.009696818288392289,202608301911,0,100,3
3-4-5,0.00040971753107262607,2026-08-30,0.15991275237764596,0,0.013412310932203035,3まくり差しv29,390.3,0.009590427430424764,202608301911,0,100,3
3-6-2,0.0002845270623643812,2026-08-30,0.07548502964527033,0,0.019731718646207482,3まくり差しv29,265.3,0.0066600424357088255,202608301911,0,100,2
3-6-5,1.7480107482005838e-05,2026-08-30,0.005521965953565644,0,0.016571145795627875,3まくり差しv29,315.9,0.00040916409371920666,202608301911,0,100,0
3-4-2,0.007130990298187043,2026-08-30,0.9384383232414149,0,0.023413043905953317,3直まくりv29,131.6,0.0772486854019104,202608302103,0,500,26
3-4-6,0.006827751102464242,2026-08-30,2.2831999686640425,0,0.009213984982127561,3直まくりv29,334.4,0.07396375185798532,202608302103,0,400,25
3-1-5,0.006569392526778099,2026-08-30,0.07620495331062595,0,0.2656169463813325,3直まくりv29,11.6,0.07116500168451523,202608302103,0,400,22
3-2-4,0.006307223522634177,2026-08-30,0.9586979754403949,0,0.020270766960680635,3直まくりv29,152.0,0.06832497385157948,202608302103,0,400,23
3-4-1,0.00608761404903411,2026-08-30,0.4218716535980638,0,0.04446113388201236,3直まくりv29,69.3,0.06594598546034247,202608302103,0,400,22
3-4-5,0.005528098715168692,2026-08-30,0.4527512847723159,0,0.03762095943862584,3直まくりv29,81.9,0.059884860399731586,202608302103,0,400,20
3-1-2,0.005362911060632644,2026-08-30,0.19038334265245885,0,0.08679314304291427,3直まくりv29,35.5,0.058095413405142515,202608302103,0,400,19
3-5-2,0.00529587532577348,2026-08-30,0.29127314291754136,0,0.056021028691335566,3直まくりv29,55.0,0.05736922781572473,202608302103,0,400,19
3-2-1,0.0052304786773665676,2026-08-30,0.6198117232679382,0,0.026001321333531276,3直まくりv29,118.5,0.05666079814356416,202608302103,0,400,19
3-1-6,0.0038576832944683544,2026-08-30,0.5705513592518696,0,0.02083270167696725,3直まくりv29,147.9,0.04178956228146235,202608302103,0,300,14
3-6-1,0.0035548462066519446,2026-08-30,1.6064350007860138,0,0.006818226550173615,3直まくりv29,451.9,0.03850898469734923,202608302103,0,300,13
3-2-6,0.0030114365030625063,2026-08-30,1.2587804582801276,0,0.007371187985702049,3直まくりv29,418.0,0.03262232892001657,202608302103,0,300,11
