1ブロック力,1対3圧力,2壁弱さ,3スタート先行度,3伸び,3旋回足,3脅威度,bet_hit,composite_odds,date,head_hit,model,prob,race,race_code,return,score,tickets,venue,まくり差し指数,直まくり指数
0.647,0.774,0.633,0.676,0.349,0.78,0.641,0,5.09,2026-08-10,0,3まくり心理,0.0881,04R,202608101404,0,63.65,20,14,0.731,0.636
0.647,0.774,0.633,0.676,0.349,0.78,0.641,0,5.09,2026-08-10,0,3まくり差し心理,0.0516,04R,202608101404,0,73.08,20,14,0.731,0.636
0.763,0.235,0.597,0.848,0.375,0.591,0.84,0,5.07,2026-08-10,0,3まくり心理,0.0764,05R,202608101405,0,72.65,7,14,0.558,0.726
0.891,0.517,0.274,0.382,0.426,0.875,0.645,0,5.05,2026-08-10,0,3まくり差し心理,0.0831,10R,202608101410,0,61.6,14,14,0.616,0.417
0.451,0.588,0.584,0.599,0.297,0.495,0.674,0,5.03,2026-08-10,0,3まくり差し心理,0.0752,08R,202608101608,0,63.21,16,16,0.632,0.577
0.794,0.591,0.124,0.275,0.329,0.581,0.77,0,5.05,2026-08-10,0,3まくり差し心理,0.1002,10R,202608101610,0,57.67,13,16,0.577,0.411
0.719,0.737,0.147,0.275,0.226,0.676,0.809,0,6.49,2026-08-10,0,3まくり差し心理,0.0735,11R,202608101611,0,63.85,20,16,0.638,0.422
0.87,0.459,0.15,0.242,0.81,0.9,0.792,0,7.23,2026-08-10,0,3まくり差し心理,0.0989,11R,202608101811,0,58.57,20,18,0.586,0.421
0.816,1.0,0.197,0.491,0.435,0.591,0.765,0,5.02,2026-08-10,0,3まくり差し心理,0.0569,02R,202608102002,0,72.17,6,20,0.722,0.454
0.946,0.499,0.3,0.491,1.0,1.0,0.586,0,7.73,2026-08-10,0,3まくり差し心理,0.0699,09R,202608102009,0,67.47,20,20,0.675,0.52
0.83,0.498,0.621,0.775,0.5,0.5,0.666,0,5.66,2026-08-10,0,3まくり心理,0.0888,05R,202608102105,0,65.65,20,21,0.581,0.656
0.83,0.498,0.621,0.775,0.5,0.5,0.666,0,5.66,2026-08-10,0,3まくり差し心理,0.1003,05R,202608102105,0,58.09,20,21,0.581,0.656
0.744,0.728,0.075,0.399,0.486,0.876,0.699,0,6.98,2026-08-10,0,3まくり差し心理,0.0702,08R,202608102108,0,68.12,20,21,0.681,0.449
0.68,0.622,0.075,0.568,0.708,0.715,0.653,0,5.01,2026-08-10,0,3まくり差し心理,0.0832,10R,202608102110,0,61.59,7,21,0.616,0.449
0.737,0.491,0.56,0.841,0.343,0.57,1.0,0,5.11,2026-08-10,0,3まくり心理,0.0754,07R,202608102307,0,74.21,8,23,0.644,0.742
0.737,0.491,0.56,0.841,0.343,0.57,1.0,0,5.08,2026-08-10,0,3まくり差し心理,0.0724,07R,202608102307,0,64.42,6,23,0.644,0.742
0.883,0.801,0.333,0.45,0.702,0.504,0.756,0,5.02,2026-08-10,0,3まくり差し心理,0.0727,11R,202608102311,0,66.02,10,23,0.66,0.485
0.662,0.783,0.3,0.577,0.789,0.452,0.669,0,5.03,2026-08-11,0,3まくり差し心理,0.0723,01R,202608110101,0,64.31,6,01,0.643,0.528
0.823,0.622,0.3,0.431,0.5,0.5,0.63,0,5.04,2026-08-11,0,3まくり差し心理,0.0936,03R,202608110103,0,59.45,12,01,0.594,0.46
0.473,0.719,0.447,0.67,0.5,0.5,0.844,0,5.02,2026-08-11,0,3まくり差し心理,0.0695,05R,202608110405,0,66.59,8,04,0.666,0.625
0.731,0.754,0.45,0.54,0.5,0.5,0.631,0,5.11,2026-08-11,0,3まくり差し心理,0.0688,09R,202608110409,0,66.93,20,04,0.669,0.524
0.746,0.77,0.211,0.47,0.5,0.5,0.563,0,6.04,2026-08-11,0,3まくり差し心理,0.0826,11R,202608110411,0,61.73,20,04,0.617,0.449
0.553,0.397,0.756,0.734,0.303,0.105,0.598,0,5.03,2026-08-11,0,3まくり心理,0.0881,03R,202608110503,0,65.04,10,05,0.49,0.65
0.712,1.0,0.866,0.734,0.243,0.77,0.73,1,5.01,2026-08-11,0,3まくり心理,0.0901,09R,202608110509,27900,68.99,10,05,0.801,0.69
0.712,1.0,0.866,0.734,0.243,0.77,0.73,0,5.01,2026-08-11,0,3まくり差し心理,0.0461,09R,202608110509,0,80.09,7,05,0.801,0.69
0.754,0.78,0.225,0.358,0.854,0.524,0.609,0,5.0,2026-08-11,0,3まくり差し心理,0.0991,11R,202608110511,0,58.46,17,05,0.585,0.428
0.746,1.0,0.0,0.284,0.546,0.876,0.758,0,5.55,2026-08-11,0,3まくり差し心理,0.0677,12R,202608110512,0,69.16,20,05,0.692,0.373
0.676,0.709,0.075,0.442,0.5,0.5,0.786,1,5.03,2026-08-11,0,3まくり差し心理,0.0741,06R,202608110606,4740,63.66,11,06,0.637,0.482
0.857,1.0,0.45,0.607,0.357,0.495,0.778,0,5.03,2026-08-11,0,3まくり差し心理,0.0461,09R,202608110609,0,75.92,7,06,0.759,0.575
0.805,0.777,0.646,0.757,0.5,0.5,0.933,1,5.01,2026-08-11,0,3まくり心理,0.0752,07R,202608110707,8520,73.46,8,07,0.727,0.735
0.805,0.777,0.646,0.757,0.5,0.5,0.933,1,5.03,2026-08-11,0,3まくり差し心理,0.0542,07R,202608110707,24140,72.65,6,07,0.727,0.735
0.836,1.0,0.087,0.477,0.5,0.5,0.737,0,5.01,2026-08-11,0,3まくり差し心理,0.0645,11R,202608110711,0,70.05,10,07,0.701,0.455
0.94,0.598,0.15,0.275,0.5,0.5,0.954,0,6.03,2026-08-11,0,3まくり差し心理,0.0845,12R,202608110712,0,61.4,20,07,0.614,0.466
0.702,0.714,0.211,0.45,0.53,0.5,0.526,0,5.0,2026-08-11,0,3まくり差し心理,0.1013,03R,202608110803,0,57.12,7,08,0.571,0.411
0.763,0.658,0.225,0.356,0.41,0.5,0.719,0,5.01,2026-08-11,0,3まくり差し心理,0.1003,07R,202608110807,0,58.08,14,08,0.581,0.421
0.807,0.972,0.225,0.399,0.53,0.5,0.602,0,9.45,2026-08-11,0,3まくり差し心理,0.073,12R,202608110812,0,64.15,20,08,0.642,0.411
0.743,1.0,0.3,0.633,0.549,0.699,0.818,0,5.03,2026-08-11,0,3まくり差し心理,0.0461,08R,202608111308,0,78.61,10,13,0.786,0.602
0.832,0.843,0.658,0.55,0.859,0.8,0.691,0,7.94,2026-08-11,0,3まくり差し心理,0.0461,11R,202608111311,0,78.51,20,13,0.785,0.607
0.662,0.712,0.408,0.442,0.146,0.476,0.557,0,5.05,2026-08-11,0,3まくり差し心理,0.0982,03R,202608111503,0,58.75,7,15,0.588,0.416
0.805,0.691,0.225,0.307,0.648,0.715,0.644,0,6.99,2026-08-11,0,3まくり差し心理,0.0879,05R,202608111605,0,60.47,20,16,0.605,0.42
0.825,0.99,0.0,0.283,0.49,0.7,0.766,0,19.62,2026-08-11,0,3まくり差し心理,0.0687,04R,202608111804,0,66.86,20,18,0.669,0.377
0.787,0.411,0.225,0.393,0.7,1.0,0.711,1,5.02,2026-08-11,0,3まくり差し心理,0.0723,07R,202608111807,21160,64.29,17,18,0.643,0.491
0.927,0.567,0.0,0.225,0.8,0.8,0.679,1,5.01,2026-08-11,0,3まくり差し心理,0.1013,08R,202608111808,11540,57.11,18,18,0.571,0.394
0.856,1.0,0.15,0.341,0.649,0.499,0.781,0,7.49,2026-08-11,0,3まくり差し心理,0.0691,12R,202608111812,0,68.49,20,18,0.685,0.461
0.636,0.326,0.633,0.899,0.5,0.5,0.699,0,5.04,2026-08-11,0,3まくり心理,0.0784,03R,202608111903,0,71.1,10,19,0.502,0.711
0.794,0.789,0.187,0.318,0.5,0.5,0.677,0,6.36,2026-08-11,0,3まくり差し心理,0.0864,05R,202608111905,0,60.92,20,19,0.609,0.434
0.762,1.0,0.45,0.581,0.5,0.5,0.867,0,5.05,2026-08-11,1,3まくり差し心理,0.0461,06R,202608111906,0,77.87,10,19,0.779,0.593
0.674,0.424,0.508,0.399,0.557,0.695,0.65,0,5.08,2026-08-11,0,3まくり差し心理,0.096,10R,202608111910,0,59.04,4,19,0.59,0.503
0.723,0.0,0.518,0.674,0.714,0.324,0.697,1,5.0,2026-08-11,0,3まくり心理,0.0857,03R,202608112003,4650,62.03,10,20,0.446,0.62
0.496,0.78,0.448,0.673,0.834,0.99,0.858,0,5.05,2026-08-11,0,3まくり差し心理,0.0461,10R,202608112310,0,78.74,10,23,0.787,0.685
0.882,0.394,1.0,0.407,0.155,0.856,0.67,0,5.0,2026-08-12,0,3まくり差し心理,0.0621,01R,202608120201,0,70.97,16,02,0.71,0.612
0.579,0.618,0.523,0.44,0.5,0.5,0.763,0,5.03,2026-08-12,0,3まくり差し心理,0.0727,03R,202608120203,0,64.98,8,02,0.65,0.564
0.922,1.0,0.262,0.56,0.35,0.5,0.888,0,5.02,2026-08-12,0,3まくり差し心理,0.0461,11R,202608120311,0,79.02,8,03,0.79,0.558
0.801,0.669,0.375,0.399,0.42,0.599,0.597,0,5.01,2026-08-12,0,3まくり差し心理,0.0878,01R,202608120401,0,60.46,10,04,0.605,0.436
0.513,0.363,0.122,0.417,0.649,0.78,0.733,0,5.05,2026-08-12,0,3まくり差し心理,0.1017,03R,202608120403,0,56.54,3,04,0.565,0.463
0.754,0.677,1.0,0.666,0.777,0.429,0.749,0,5.02,2026-08-12,0,3まくり心理,0.0749,05R,202608120605,0,75.02,12,06,0.706,0.75
0.712,0.698,0.075,0.234,0.66,0.599,0.701,0,5.02,2026-08-12,0,3まくり差し心理,0.1009,06R,202608120606,0,57.17,11,06,0.572,0.412
0.607,0.416,0.536,0.876,0.253,0.57,0.761,0,5.0,2026-08-12,0,3まくり心理,0.0849,02R,202608120702,0,69.8,15,07,0.558,0.698
0.615,0.354,0.56,0.698,0.54,0.599,0.595,0,5.01,2026-08-12,0,3まくり心理,0.0811,04R,202608120704,0,60.73,16,07,0.553,0.607
0.763,0.977,0.0,0.327,0.155,0.856,0.686,0,5.08,2026-08-12,0,3まくり差し心理,0.0696,05R,202608120705,0,68.37,8,07,0.684,0.341
0.839,0.71,0.45,0.858,0.65,0.5,0.819,0,5.02,2026-08-12,0,3まくり差し心理,0.0905,12R,202608120812,0,59.99,5,08,0.6,0.659
0.837,1.0,0.225,0.457,0.729,0.699,0.931,0,5.01,2026-08-12,0,3まくり差し心理,0.0461,04R,202608121304,0,80.2,5,13,0.802,0.562
0.857,0.463,0.654,0.491,0.94,1.0,0.6,0,5.03,2026-08-12,0,3まくり差し心理,0.0695,06R,202608121306,0,67.12,16,13,0.671,0.536
0.884,1.0,0.572,0.726,0.63,0.9,0.869,0,7.72,2026-08-12,0,3まくり心理,0.08,12R,202608121312,0,70.67,20,13,0.843,0.707
0.884,1.0,0.572,0.726,0.63,0.9,0.869,0,7.72,2026-08-12,0,3まくり差し心理,0.0461,12R,202608121312,0,84.33,20,13,0.843,0.707
0.85,0.868,0.609,0.676,0.689,0.515,0.547,0,7.43,2026-08-12,0,3まくり心理,0.08,06R,202608121606,0,59.73,20,16,0.668,0.597
0.85,0.868,0.609,0.676,0.689,0.515,0.547,0,7.43,2026-08-12,0,3まくり差し心理,0.0686,06R,202608121606,0,66.82,20,16,0.668,0.597
0.891,1.0,0.731,0.589,0.256,0.01,0.785,1,5.2,2026-08-12,0,3まくり心理,0.08,09R,202608121909,7800,59.83,8,19,0.7,0.598
0.818,1.0,0.511,0.716,0.536,0.41,0.715,0,5.09,2026-08-12,0,3まくり心理,0.0883,10R,202608121910,0,63.03,13,19,0.703,0.63
0.801,0.526,0.496,0.316,0.286,0.676,0.597,0,5.84,2026-08-12,0,3まくり差し心理,0.0908,03R,202608122003,0,59.96,20,20,0.6,0.469
0.806,0.331,0.225,0.409,0.743,0.905,0.684,0,5.01,2026-08-12,0,3まくり差し心理,0.0927,10R,202608122010,0,59.59,11,20,0.596,0.476
0.788,1.0,0.375,0.678,0.803,0.905,0.78,0,5.06,2026-08-12,0,3まくり差し心理,0.0461,03R,202608122103,0,81.31,12,21,0.813,0.648
0.613,0.839,0.225,0.466,0.538,0.496,0.684,0,7.13,2026-08-12,0,3まくり差し心理,0.073,08R,202608122108,0,65.08,20,21,0.651,0.479
0.847,0.605,0.45,0.741,0.403,0.505,0.794,0,10.57,2026-08-12,0,3まくり差し心理,0.0769,12R,202608122112,0,62.83,20,21,0.628,0.629
0.754,0.892,0.436,0.6,0.5,0.5,0.725,0,5.01,2026-08-12,0,3まくり差し心理,0.0692,03R,202608122203,0,68.44,8,22,0.684,0.516
0.877,0.849,0.237,0.393,0.395,0.856,0.66,1,8.6,2026-08-12,0,3まくり差し心理,0.0561,11R,202608122211,5500,72.3,20,22,0.723,0.464
0.9,1.0,0.474,0.775,0.529,0.78,0.885,0,5.0,2026-08-12,0,3まくり差し心理,0.0461,02R,202608122302,0,78.21,6,23,0.782,0.667
0.59,0.575,0.361,0.752,0.91,0.817,0.813,0,5.31,2026-08-12,0,3まくり差し心理,0.07,07R,202608122307,0,66.75,4,23,0.667,0.689
0.676,0.545,0.756,0.465,0.5,0.5,0.604,1,5.01,2026-08-12,1,3まくり差し心理,0.0751,10R,202608122410,42840,63.24,5,24,0.632,0.577
0.812,1.0,0.522,0.624,0.68,0.8,0.795,0,5.0,2026-08-13,0,3まくり心理,0.0877,09R,202608131309,0,64.53,9,13,0.828,0.645
0.812,1.0,0.522,0.624,0.68,0.8,0.795,0,5.0,2026-08-13,0,3まくり差し心理,0.0461,09R,202608131309,0,82.76,5,13,0.828,0.645
0.637,0.863,0.249,0.367,0.549,0.98,0.767,0,5.04,2026-08-13,0,3まくり差し心理,0.0487,08R,202608131908,0,73.82,7,19,0.738,0.475
0.91,0.913,0.45,0.624,0.286,0.676,0.792,0,5.01,2026-08-13,0,3まくり差し心理,0.0461,03R,202608132303,0,75.03,9,23,0.75,0.541
0.744,0.828,0.075,0.335,0.5,0.5,0.596,0,10.63,2026-08-14,0,3まくり差し心理,0.0994,04R,202608140104,0,58.25,20,01,0.583,0.386
0.835,0.588,0.485,0.375,0.5,0.5,0.961,0,5.08,2026-08-14,0,3まくり差し心理,0.0705,07R,202608140107,0,67.87,4,01,0.679,0.577
0.773,0.876,0.0,0.408,0.5,0.5,0.642,0,5.01,2026-08-14,0,3まくり差し心理,0.094,10R,202608140110,0,59.37,12,01,0.594,0.358
0.646,0.995,0.3,0.474,0.5,0.5,0.771,0,5.02,2026-08-14,0,3まくり差し心理,0.0487,04R,202608140204,0,73.76,11,02,0.738,0.54
0.55,0.534,0.225,0.5,0.5,0.5,0.768,0,5.0,2026-08-14,0,3まくり差し心理,0.0847,06R,202608140206,0,61.38,10,02,0.614,0.522
0.86,1.0,0.225,0.642,0.5,0.5,0.698,0,5.07,2026-08-14,0,3まくり差し心理,0.0688,12R,202608140212,0,68.7,11,02,0.687,0.503
0.627,0.571,0.558,0.575,0.5,0.5,0.535,0,5.03,2026-08-14,0,3まくり差し心理,0.0942,03R,202608140303,0,59.33,13,03,0.593,0.517
0.799,1.0,0.225,0.517,0.5,0.5,0.892,0,5.02,2026-08-14,0,3まくり差し心理,0.0461,12R,202608140312,0,77.49,10,03,0.775,0.556
0.697,0.513,0.474,0.666,0.5,0.5,0.614,0,5.01,2026-08-14,0,3まくり差し心理,0.1014,04R,202608140404,0,57.02,17,04,0.57,0.558
0.711,0.54,0.45,0.708,0.5,0.5,0.844,0,5.01,2026-08-14,0,3まくり差し心理,0.0788,06R,202608140406,0,62.36,7,04,0.624,0.634
0.56,0.0,0.558,0.824,0.5,0.5,0.79,0,5.03,2026-08-14,0,3まくり心理,0.0779,02R,202608140602,0,71.39,6,06,0.468,0.714
0.712,0.601,0.0,0.5,0.5,0.5,0.768,1,5.09,2026-08-14,1,3まくり差し心理,0.0936,03R,202608140603,210200,59.45,7,06,0.595,0.44
0.809,0.932,0.499,0.716,0.5,0.5,0.595,0,5.04,2026-08-14,0,3まくり差し心理,0.0722,05R,202608140605,0,65.63,11,06,0.656,0.568
0.867,0.941,0.45,0.652,0.5,0.5,0.741,0,5.06,2026-08-14,0,3まくり差し心理,0.0561,09R,202608140609,0,72.32,16,06,0.723,0.593
0.642,0.647,0.075,0.541,0.5,0.5,0.917,0,5.01,2026-08-14,0,3まくり差し心理,0.0702,02R,202608140702,0,67.7,7,07,0.677,0.539
0.808,0.953,0.075,0.349,0.5,0.5,0.786,1,5.01,2026-08-14,0,3まくり差し心理,0.0722,06R,202608140706,17760,65.36,5,07,0.654,0.415
0.758,0.599,0.236,0.616,0.5,0.5,0.719,0,5.01,2026-08-14,0,3まくり差し心理,0.0869,02R,202608140802,0,60.75,5,08,0.607,0.516
0.807,0.999,0.0,0.375,0.5,0.5,0.701,1,5.0,2026-08-14,1,3まくり差し心理,0.0767,10R,202608140810,20400,62.88,18,08,0.629,0.361
0.698,0.657,0.621,0.632,0.5,0.5,0.601,0,5.12,2026-08-14,0,3まくり差し心理,0.0857,05R,202608141005,0,61.27,6,10,0.613,0.546
0.743,0.352,0.67,0.899,0.249,0.381,0.646,0,5.04,2026-08-14,0,3まくり心理,0.0908,09R,202608141009,0,68.8,10,10,0.486,0.688
0.892,1.0,0.375,0.483,0.5,0.5,0.705,0,14.24,2026-08-14,0,3まくり差し心理,0.0617,12R,202608141212,0,71.15,20,12,0.711,0.476
0.839,0.666,0.768,0.483,0.5,0.5,0.541,0,5.19,2026-08-14,0,3まくり差し心理,0.0752,08R,202608141308,0,63.21,20,13,0.632,0.515
0.921,0.876,0.075,0.283,0.5,0.5,0.751,0,6.36,2026-08-14,0,3まくり差し心理,0.0897,10R,202608141310,0,60.07,20,13,0.601,0.361
0.9,0.709,0.15,0.384,0.5,0.5,0.815,0,8.53,2026-08-14,0,3まくり差し心理,0.0723,11R,202608141311,0,64.35,20,13,0.644,0.476
0.869,0.719,0.45,0.466,0.5,0.5,0.752,0,5.86,2026-08-14,0,3まくり差し心理,0.0702,12R,202608141312,0,67.71,20,13,0.677,0.532
0.807,0.927,0.609,0.743,0.28,0.399,0.615,0,5.02,2026-08-14,0,3まくり心理,0.0833,07R,202608141907,0,61.46,14,19,0.663,0.615
0.785,0.884,0.134,0.252,0.588,0.696,0.614,0,5.04,2026-08-14,0,3まくり差し心理,0.0918,11R,202608141911,0,59.66,17,19,0.597,0.344
0.913,0.723,0.45,0.466,0.5,0.5,0.72,0,12.22,2026-08-14,0,3まくり差し心理,0.0701,10R,202608142110,0,67.63,12,21,0.676,0.529
0.742,0.89,0.487,0.733,0.5,0.5,0.705,0,5.01,2026-08-14,0,3まくり差し心理,0.0721,03R,202608142203,0,65.51,4,22,0.655,0.586
0.822,0.534,0.211,0.375,0.5,0.5,0.722,0,5.01,2026-08-14,0,3まくり差し心理,0.0992,09R,202608142209,0,58.44,8,22,0.584,0.474
0.851,0.837,0.3,0.684,0.5,0.5,0.578,0,10.82,2026-08-14,0,3まくり差し心理,0.0866,12R,202608142212,0,60.86,20,22,0.609,0.493
0.723,0.636,0.161,0.35,0.5,0.5,0.695,0,5.02,2026-08-14,0,3まくり差し心理,0.0989,03R,202608142403,0,58.5,5,24,0.585,0.453
0.547,0.637,0.572,0.651,0.5,0.5,0.648,0,5.04,2026-08-14,1,3まくり心理,0.081,08R,202608142408,0,60.63,5,24,0.629,0.606
0.547,0.637,0.572,0.651,0.5,0.5,0.648,1,5.01,2026-08-14,0,3まくり差し心理,0.0765,08R,202608142408,30580,62.91,6,24,0.629,0.606
0.761,0.639,0.41,0.685,0.5,0.5,0.7,0,7.85,2026-08-14,0,3まくり差し心理,0.0739,12R,202608142412,0,63.54,20,24,0.635,0.613
0.586,0.631,0.197,0.275,0.51,0.783,0.634,0,5.0,2026-08-15,0,3まくり差し心理,0.1002,04R,202608150104,0,57.88,9,01,0.579,0.401
0.558,0.625,0.262,0.618,0.518,0.961,0.686,0,5.01,2026-08-15,0,3まくり差し心理,0.0689,04R,202608150204,0,66.99,9,02,0.67,0.501
0.59,0.716,0.075,0.344,0.931,0.619,0.674,0,5.11,2026-08-15,0,3まくり差し心理,0.1004,08R,202608150208,0,58.09,13,02,0.581,0.435
0.889,1.0,0.3,0.455,0.59,0.5,0.879,0,5.01,2026-08-15,0,3まくり差し心理,0.0461,10R,202608150310,0,76.68,10,03,0.767,0.555
0.905,0.455,0.41,0.468,0.65,0.5,0.685,0,6.23,2026-08-15,0,3まくり差し心理,0.0905,12R,202608150312,0,60.0,20,03,0.6,0.528
0.702,0.756,0.694,0.691,0.104,0.571,0.538,0,5.01,2026-08-15,0,3まくり差し心理,0.0726,09R,202608150409,0,64.63,13,04,0.646,0.567
0.646,0.483,0.45,0.557,0.5,0.5,0.591,0,5.01,2026-08-15,0,3まくり差し心理,0.0993,04R,202608150504,0,58.33,10,05,0.583,0.507
0.552,0.175,0.56,0.95,0.811,0.619,0.866,0,5.04,2026-08-15,0,3まくり心理,0.0869,06R,202608150506,0,78.66,7,05,0.502,0.787
0.807,1.0,0.375,0.707,0.5,0.5,0.717,0,5.05,2026-08-15,0,3まくり差し心理,0.0693,07R,202608150507,0,68.43,5,05,0.684,0.558
0.825,1.0,0.67,0.71,0.5,0.5,0.798,1,5.02,2026-08-15,1,3まくり心理,0.0915,09R,202608150509,186880,67.26,14,05,0.756,0.673
0.825,1.0,0.67,0.71,0.5,0.5,0.798,0,5.04,2026-08-15,0,3まくり差し心理,0.0461,09R,202608150509,0,75.57,7,05,0.756,0.673
0.782,0.877,0.075,0.293,0.54,0.6,0.612,0,6.56,2026-08-15,0,3まくり差し心理,0.091,03R,202608150703,0,59.88,20,07,0.599,0.368
0.778,1.0,0.225,0.399,0.47,0.5,0.73,0,5.69,2026-08-15,0,3まくり差し心理,0.07,10R,202608150810,0,68.19,20,08,0.682,0.446
0.648,0.679,0.45,0.54,0.5,0.5,0.642,0,5.53,2026-08-15,0,3まくり差し心理,0.0689,06R,202608150906,0,66.95,20,09,0.67,0.563
0.818,0.824,0.511,0.633,0.5,0.5,0.756,1,5.17,2026-08-15,1,3まくり差し心理,0.07,07R,202608150907,11340,67.59,4,09,0.676,0.548
0.594,0.512,0.45,0.741,0.688,0.515,0.958,1,5.04,2026-08-15,0,3まくり差し心理,0.073,06R,202608151006,13300,64.14,8,10,0.641,0.711
0.481,0.472,0.523,0.817,0.3,0.666,0.736,1,5.2,2026-08-15,1,3まくり心理,0.0919,10R,202608151010,44680,67.65,20,10,0.594,0.676
0.481,0.472,0.523,0.817,0.3,0.666,0.736,1,5.2,2026-08-15,0,3まくり差し心理,0.0938,10R,202608151010,44680,59.39,20,10,0.594,0.676
0.702,0.739,0.15,0.532,0.5,0.5,0.717,0,8.16,2026-08-15,0,3まくり差し心理,0.0686,03R,202608151103,0,66.82,20,11,0.668,0.515
0.68,0.099,0.792,0.891,0.751,0.62,0.486,1,5.02,2026-08-15,0,3まくり心理,0.0876,07R,202608151107,13300,69.4,11,11,0.43,0.694
0.743,0.907,0.375,0.599,0.5,0.5,0.747,0,5.04,2026-08-15,0,3まくり差し心理,0.0502,09R,202608151109,0,73.3,11,11,0.733,0.589
0.726,1.0,0.45,0.775,0.718,0.599,0.872,0,5.0,2026-08-15,0,3まくり差し心理,0.0461,03R,202608151203,0,75.24,4,12,0.752,0.707
0.678,0.806,0.0,0.275,0.78,0.9,0.594,0,5.02,2026-08-15,0,3まくり差し心理,0.0862,06R,202608151206,0,61.03,17,12,0.61,0.364
0.92,0.493,0.15,0.183,0.69,0.9,0.731,0,11.25,2026-08-15,0,3まくり差し心理,0.1001,09R,202608151209,0,57.84,20,12,0.578,0.398
