date,race_code,venue,venue_name,race,boat1_name,p109,grade,top7,entry_course,winner,head_hit,actual_combo,payout100,ticket7_hit,invest7,return7
2026-09-01,202609012106,21,芦屋,06,森作 広大,0.11427139475980551,B,1-2-5;1-2-6;1-5-2;1-2-4;1-2-3;1-6-2;1-4-2,1,2,0,2-1-4,460,0,700,0
2026-09-01,202609012107,21,芦屋,07,一宮 稔弘,0.588185933570131,B,1-4-6;1-2-4;1-2-6;1-6-4;1-4-2;1-4-5;1-3-4,1,1,1,1-3-2,1060,0,700,0
2026-09-01,202609012108,21,芦屋,08,松本 庸平,0.19634170016061234,B,1-2-6;1-6-2;1-2-5;1-2-4;1-2-3;1-5-2;1-6-5,1,3,0,3-6-4,3650,0,700,0
2026-09-01,202609012109,21,芦屋,09,井内 将太郎,0.7633622563301662,S,1-3-4;1-4-3;1-3-5;1-3-2;1-5-3;1-2-3;1-4-5,1,1,1,1-3-5,850,1,700,850
2026-09-01,202609012110,21,芦屋,10,原田 篤志,0.720145367294111,S,1-5-4;1-4-5;1-5-3;1-3-5;1-3-4;1-4-3;1-5-2,1,5,0,5-1-4,6160,0,700,0
2026-09-01,202609012111,21,芦屋,11,前原 大道,0.7536723381031439,S,1-3-2;1-2-3;1-3-4;1-2-4;1-4-3;1-3-6;1-4-2,1,3,0,3-1-2,3100,0,700,0
2026-09-01,202609012112,21,芦屋,12,村岡 賢人,0.6647734181335155,A,1-3-4;1-4-3;1-3-2;1-2-3;1-4-2;1-2-4;1-3-6,1,1,1,1-3-4,420,1,700,420
2026-09-01,202609012401,24,大村,01,宇土 泰就,0.2865644732484496,B,1-5-6;1-2-6;1-2-5;1-5-2;1-6-5;1-6-2;1-5-3,1,3,0,3-5-2,4520,0,700,0
2026-09-01,202609012402,24,大村,02,泉 具巳,0.4246783763913109,B,1-4-6;1-6-4;1-3-6;1-3-4;1-4-3;1-4-5;1-2-6,1,1,1,1-6-3,7620,0,700,0
2026-09-01,202609012403,24,大村,03,西村 秀樹,0.19516117640229774,B,1-4-3;1-3-4;1-4-5;1-4-2;1-5-4;1-3-5;1-2-4,1,1,1,1-2-4,6180,1,700,6180
2026-09-01,202609012404,24,大村,04,坪口 竜也,0.6110041852125602,B,1-6-3;1-3-6;1-6-5;1-6-2;1-3-5;1-3-2;1-2-6,1,3,0,3-1-5,4550,0,700,0
